"Ausgangsjahr","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Titel","Titel","Reihenfolge_Haupttitel","Haupttitel","Artikel","Tatbestand","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2013,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,246,Fälschung amtlicher Zeichen,2,2,0,1408575,0
2013,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,247,"Fälschungsgeräte, unrechtmässiger Gebrauch",0,0,0,1408575,0
2013,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,248,Fälschung von Mass und Gewicht,0,0,0,1408575,0
2013,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,251,Urkundenfälschung,906,902,4,1408575,0.6
2013,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,252,Fälschung von Ausweisen,677,675,2,1408575,0.5
2013,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,253,Erschleichung einer falschen Beurkundung,31,29,2,1408575,0
2013,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,254,Unterdrückung von Urkunden,7,7,0,1408575,0
2013,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,256,Grenzverrückung,0,0,0,1408575,0
2013,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,257,Beseitigung von Vermessung und Wasserstandszeichen,0,0,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,258,Schreckung der Bevölkerung,10,10,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,259,Öffentliche Aufforderung zu Vergehen mit Gewalttätigkeit oder zu Verbrechen,1,1,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260,Landfriedensbruch,37,37,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260bis,Strafbare Vorbereitungshandlungen,9,9,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260ter,Kriminelle Organisation,3,3,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260quater,Gefährdung der öffentlichen Sicherheit mit Waffen,0,0,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260quinquies,Finanzierung des Terrorismus,0,0,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260sexies,"Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat",0,0,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,261,Störung der Glaubens- und Kultusfreiheit,0,0,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,261bis,Diskriminierung und Aufruf zu Hass,19,19,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,262,Störung des Totenfriedens,4,4,0,1408575,0
2013,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,263,Verübung einer Tat in selbstverschuldeter Unzurechnungsfähigkeit,43,43,0,1408575,0
2013,311.0,StGB,12.22,Total gegen die Interessen der Völkergemeinschaft,5,Total übrige Titel StGB,264,Völkermord,0,0,0,1408575,0
2013,311.0,StGB,12.22,Total gegen die Interessen der Völkergemeinschaft,5,Total übrige Titel StGB,264a,Verbrechen gegen die Menschlichkeit,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,265,Hochverrat,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,266,Angriffe auf die Unabhängigkeit der Eidgenossenschaft,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,266bis,Ausländische Unternehmungen/Bestrebungen gegen Sicherheit der Schweiz,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,267,Diplomatischer Landesverrat,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,268,Verrücken Grenzzeichen,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,269,Verletzung schweizerischer Gebietshoheit,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,270,Tätliche Angriffe auf schweizerische Hoheitszeichen,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,271,Verbotene Handlungen für einen fremden Staat,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,272,Politischer Nachrichtendienst,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,273,Wirtschaftlicher Nachrichtendienst,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,274,Militärischer Nachrichtendienst,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,275,Gefährdung der verfassungsmässigen Ordnung,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,275bis,Staatsgefährdende Propaganda,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,275ter,Rechtswidrige Vereinigung,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,276,Aufforderung und Verleitung zur Verletzung militärischer Dienstpflicht,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,277,Fälschung von Aufgeboten oder Weisungen,0,0,0,1408575,0
2013,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,278,Störung des Militärdienstes,0,0,0,1408575,0
2013,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,279,Störung/Hinderung von Wahlen/Abstimmungen,0,0,0,1408575,0
2013,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,280,Eingriffe in Stimm-/Wahlrecht,0,0,0,1408575,0
2013,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,281,Wahlbestechung,0,0,0,1408575,0
2013,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,282,Wahlfälschung,0,0,0,1408575,0
2013,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,282bis,Stimmenfang,0,0,0,1408575,0
2013,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,283,Verletzung des Abstimmungs- und Wahlgeheimnisses,0,0,0,1408575,0
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,285,Gewalt und Drohung gegen Behörden und Beamte,491,490,1,1408575,0.3
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,286,Hinderung einer Amtshandlung,433,430,3,1408575,0.3
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,287,Amtsanmassung,14,14,0,1408575,0
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,289,Bruch amtlicher Beschlagnahme,2,2,0,1408575,0
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,290,Siegelbruch,6,6,0,1408575,0
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,291,Verweisungsbruch,7,7,0,1408575,0
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,292,Ungehorsam gegen amtliche Verfügungen,1120,1120,0,1408575,0.8
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,293,Veröffentlichung amtlicher geheimer Verhandlungen,0,0,0,1408575,0
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,294,Übertretung Berufsverbot,0,0,0,1408575,0
2013,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,294,Missachtung eines Tätigkeitsverbots oder eines Kontakt- und Rayonverbots,0,0,0,1408575,0
2013,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,296,Beleidigung eines fremden Staates,0,0,0,1408575,0
2013,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,297,Beleidigung zwischenstaatlicher Organisationen,0,0,0,1408575,0
2013,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,298,Tätliche Angriffe auf fremde Hoheitszeichen,0,0,0,1408575,0
2013,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,299,Verletzung fremder Hoheitszeichen,0,0,0,1408575,0
2013,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,300,Feindseligkeiten gegen einen Kriegführenden oder fremde Truppen,0,0,0,1408575,0
2013,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,301,Nachrichtendienst gegen fremde Staaten,0,0,0,1408575,0
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,303,Falsche Anschuldigung,159,159,0,1408575,0.1
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,304,Irreführung der Rechtspflege,120,119,1,1408575,0.1
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305,Begünstigung,37,31,6,1408575,0
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305bis,Geldwäscherei,46,43,3,1408575,0
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305ter,Mangelnde Sorgfalt bei Finanzgeschäften und Melderecht,0,0,0,1408575,0
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,306,Falsche Beweisaussage Partei,0,0,0,1408575,0
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,307,Falsches Zeugnis/Gutachten/Übersetzung,4,4,0,1408575,0
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,310,Befreiung Gefangener,0,0,0,1408575,0
2013,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,311,Meuterei von Gefangenen,0,0,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,312,Amtsmissbrauch,29,28,1,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,313,Gebührenüberforderung,0,0,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,314,Ungetreue Amtsführung,0,0,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,317,Urkundenfälschung im Amt,1,1,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,318,Falsches ärztliches Zeugnis,1,1,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,319,Entweichenlassen Gefangener,0,0,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,320,Verletzung Amtsgeheimnis,4,4,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321,Verletzung Berufsgeheimnis,3,3,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321bis,Verletzung des Berufsgeheimnisses in der Forschung am Menschen,0,0,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321ter,Verletzung Post-/Fernmeldegeheimnis,10,10,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,322,Verletzung Auskunftspflicht der Medien,0,0,0,1408575,0
2013,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,322bis,Nichtverhinderung einer strafbaren Veröffentlichung,0,0,0,1408575,0
2013,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322ter,Bestechen,0,0,0,1408575,0
2013,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322quater,Bestechen lassen,0,0,0,1408575,0
2013,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322quinquies,Vorteilsgewährung,0,0,0,1408575,0
2013,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322sexies,Vorteilsannahme,0,0,0,1408575,0
2013,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322septies,Bestechung fremder Amtsträger,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,323,Ungehorsam des Schuldners im Betreibungs- und Konkursverfahren,587,587,0,1408575,0.4
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,324,"Ungehorsam dritter Personen im Betreibungs-, Konkurs- und Nachlassverfahren",9,9,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325,Ordnungswidrige Führung der Geschäftsbücher,8,8,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325bis,Widerhandlungen gegen Mieterschutz,1,1,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325bis,Verletzung der Vorschriften betreffend die Berichterstattung über Zahlungen an staatliche Stellen,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325ter,Verletzung anderer Berichtspflichten,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325quater,Widerhandlungen gegen die Bestimmungen zum Schutz der Mieter von Wohn- und Geschäftsräumen,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326bis,Präz. Artikel 325quater,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326ter,Übertretung firmen- und namensrechtliche Bestimmung,2,2,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326quater,Unwahre Auskunft durch Personalvorsorgeeinrichtung,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,328,Nachmachen Postwertzeichen,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,329,Verletzung militärischer Geheimnisse,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,330,Handel mit militärisch beschlagnahmten Material,0,0,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,331,Unbefugtes Tragen der militärischen Uniform,1,1,0,1408575,0
2013,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,332,Nichtanzeigen Fund,95,95,0,1408575,0.1
2013,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19a Ziff. 1,Konsum (Übertretung),7604,,,1408575,5.4
2013,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19 Abs. 1 lit. d + 19a Ziff. 1,Besitz/Sicherstellung (Ü.),6597,,,1408575,4.7
2013,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19 Abs. 1 lit. a + 19a Ziff. 1,Anbau/Herstellung (Ü.),25,,,1408575,0
2013,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. d,Besitz/Sicherst. (leichter Fall),2353,,,1408575,1.7
2013,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. a,Anbau/Herstellung (l.F.),205,,,1408575,0.1
2013,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,"19 Abs. 1 lit. c, e-f, u.a.",Handel (l.F.),1186,,,1408575,0.8
2013,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. b,"Einfuhr, Ausfuhr, Transit (l.F.)",266,,,1408575,0.2
2013,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. d + Abs. 2 lit. a-c,Besitz/Sicherst. (schwerer Fall),381,,,1408575,0.3
2013,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. a + Abs. 2 lit. a-c,Anbau/Herstellung (s.F.),49,,,1408575,0
2013,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,"19 Abs. 1 lit. c, e-f + Abs. 2 lit. a-c, u.a.",Handel (s.F.),531,,,1408575,0.4
2013,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. b + Abs. 2 lit. a-c,"Einfuhr, Ausfuhr, Transit (s.F.)",124,,,1408575,0.1
2013,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. a,Rechtswidrige Einreise (inkl. fahrlässig),2317,,,1408575,1.6
2013,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. b,Rechtswidriger Aufenthalt (inkl. fahrlässig),3454,,,1408575,2.5
2013,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. d,Ein- / Ausreise über nicht bewilligte Grenzübergangsstelle,7,,,1408575,0
2013,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 2,Verletz. der Einreisebestimmungen in fremdes Hoheitsgebiet,84,,,1408575,0.1
2013,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,115 Abs. 1 lit. c,Unbewilligte Erwerbstätigkeit (inkl. fahrlässig),700,,,1408575,0.5
2013,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,116 Abs. 1 lit. b (+ Abs. 3),Förderung der Erwerbstätigkeit ohne Bewilligung,17,,,1408575,0
2013,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,117,(Wiederholte) Beschäftigung von Ausländern ohne Bewilligung (inkl. fahrlässig),297,,,1408575,0.2
2013,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,120 Abs. 1 lit. b,Stellenwechsel ohne Bewilligung,0,,,1408575,0
2013,142.20,AIG,1423,Total Täuschung der Behörden,1423,Total Täuschung der Behörden,118 Abs. 1 (+ Abs. 3),Täuschung der Behörden,65,,,1408575,0
2013,142.20,AIG,1423,Total Täuschung der Behörden,1423,Total Täuschung der Behörden,118 Abs. 2 (+ Abs. 3),Täuschung im Bereich Scheinehe,15,,,1408575,0
2013,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. a (+ Abs. 3),Förderung rechtswidrige Ein- / Ausreise / Aufenthalt,204,,,1408575,0.1
2013,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. a bis (+ Abs. 3),Förderung rechtswidrige Ein- / Durch- / Ausreise / Aufenthalt in Schengen-Staat,0,,,1408575,0
2013,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. c (+ Abs. 3),Förderung rechtswidrige Einreise in fremdes Hoheitsgebiet,1,,,1408575,0
2013,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 3,Erleichterungen mit Bereicherungsabsicht / organisiert,21,,,1408575,0
2013,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,119 Abs. 1,Missachtung Ein- oder Ausgrenzung,435,,,1408575,0.3
2013,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. a,Verletzen der An- oder Abmeldepflichten,219,,,1408575,0.2
2013,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. c,Wohnortwechsel in anderen Kanton ohne Bewilligung,10,,,1408575,0
2013,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. d,Nichteinhaltung mit Bewilligung verbundenen Bedingungen,0,,,1408575,0
2013,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. e,Nichtnachk. Mitwirkungspflicht bei Beschaffung der Ausweisp.,554,,,1408575,0.4
